,Name,Line
29975,oscar,im sorry youre offended by my shoes but i am not going to drive home to change
29976,toby,i could loan you a pair of socks
29977,oscar,no
29978,toby,no theyre clean  i was going to wear them to volleyball practice later
29979,oscar,i dont think so
29980,andy,andrew bernard
29981,dwight,okay what are you still doing at your desk
29982,andy,what are you still doing not at your desk
29983,dwight,did you even read the memo
29984,andy,all my files are now in reverse alphabetical order
29985,dwight,no you idiot  there is a code embedded in the memo  listen you need to round up all the salesmen except for ryan and pam and get them down to the warehouse pronto
29986,andy,oh it is on like a prawn who yawns at dawn
29987,dwight,stop doing rhyming poetry  just tell them please  god the simplest thing
29988,dwight,were in crisis mode here do you understand  the two unqualified socalled salespeople are being favored because they all failed together  and frankly im not convinced that michael and pam didnt have a thing going while they were gone
29989,jim,can i address that
29990,dwight,no youre too close
29991,jim,okay
29992,dwight,stanley how do you feel about those two taking your clients
29993,stanley,its not right  i dont like it
29994,dwight,he doesnt like it
29995,phyllis,you dont take my clients away and give them to a secretary  sighs no offense jim  i think shes very pretty
29996,dwight,her face is okay but jesus  what what are you doing here
29997,meredith,i dont know  i saw a crowd  i thought there might be a dogfight or something
29998,dwight,get out  we need to do something  im thinking maybe a coup or we take ryan hostage
29999,phyllis,those sound too harsh
30000,dwight,no im not saying we do those things  im saying something like those things
30001,jim,of course  what is like a hostage
30002,dwight,excellent question
30003,andy,we could write a strongworded letter
30004,dwight,words will never be enough
30005,jim,stronglypainted picture
30006,dwight,no pictures are too interpretive
30007,jim,can i just say something  i know that tempers are high but i think the best way to handle this might be to just talk to michael directly
30008,dwight,oh  well thatthats a great idea jim  oh i totally see your point  okay well talk to michael directly  so uh  meeting is over i guess  ill see everyone upstairs
30009,jim,great  see you upstairs
30010,dwight,cmon whispers  guys psst listen  now is the time for action  im talking action
30011,pam,that ones great
30012,michael,i know
30013,ryan,you look so classy in that picture
30014,michael,i do  wellwhere is that bowl
30015,jim,hey you have a second
30016,michael,michael scott paper company only
30017,jim,yeah i think youre going to want to cool it with that cause its starting to upset the other salesmen
30018,michael,okay well
30019,ryan,tough
30020,michael,i willno no  ill talk to them when they all get back from the bathroom
30021,jim,this is awkward to talk about but there may or may not bebut definitely isa mutiny  forming in the warehouse right now
30022,michael,against who
30023,ryan,you  us
30024,pam,what
30025,ryan,its gotta be because they all want their clients
30026,michael,the old michael scott might have taken this but not the new michael scott  they are in for a bitter surprise  i am not to be truffled with
30027,michael,six weeks ago none of these people wanted to come with me  you two were the only ones with the stones to follow
30028,pam,mmhmmm
30029,michael,that was  us right there
30030,pam,we were something else
30031,ryan,what you gotta do is you gotta go down to that warehouse and you gotta crack some skulls
30032,michael,mmhmm
30033,ryan,chiklis style
30034,michael,yeah the commish
30035,ryan,yes but chiklis shield style  not commish style
30036,michael,yeah yeah the shield
30037,creed,its crazy whats going on out there today huh
30038,jim,i know  yeah itskinda
30039,creed,sometimes its best just to say out of it
30040,jim,thats true  thats right  yeah
30041,creed,want to play a game
30042,michael,hey gang where you been
30043,dwight,lunch
30044,michael,whered you eat
30045,phyllis,a restaurant
30046,michael,whatd you have stanley
30047,andy,i had a salmon salad  with water no ice  i was going to get a soda but the waiter talked me out of it  her name was flo she had black hair
30048,stanley,i had mexican food
30049,michael,so since you guys already ate you wont be eating the stuff you brought with you for lunch will you  walks into kitchen oh wow stanley  is that egg salad  andy brought some salmon
30050,ryan,that looks great
30051,michael,dwight is that a meat sandwich  you guys hungry
30052,ryan,i can eat
30053,michael,im going to o have some of this meat sandwich
30054,dwight,its pony
30055,michael,mom what kind of sauce is on your salmon
30056,andy,dijonnaise
30057,michael,mmm  thanks for going out guys
30058,pam,mmm
30059,toby,hey meredith  can i talk to you privately for a second
30060,meredith,about what
30061,toby,your outfit
30062,meredith,what whats wrong with my outfit
30063,toby,youyou might consider pulling it down a touch  its riits riding up a little high
30064,meredith,a bunch of prudes  you know oscars allowed to wear sandals  but im not allowed to wear opentoed shoes  pulls down dress office gasps  is that how it goes
30065,oscar,meredith your boob is out
30066,meredith,fine  pulls dress up everyone gasps again
30067,angela,meredith too far
