Name,Line
michael,yeah get the boring stuff out of the way  autumn was what i was going to say  when the leaves change  its just i i think it is the most contemplative of seasons
holly,ok so i have gone over this and i have thought about it and i just dont think there is any way i can write a report that doesnt end with her being terminated
michael,wow terminator terminator
holly,im from da future
michael,yeah
jim,hey andy
andy,yo
jim,by any chance did you see battlestar galactica last night
andy,no i did not  was that any good
jim,actually not  it was really soso
dwight,ok dwight turns around but jim holds up the stopwatch threatening to start it
jim,i mean i like all the crazy monsters and stuff  you know like klingons and wookies and all that but dwight begins to turn around again jim holds up the watch sorry was there something you wanted to add dwight
andy,is that anything like the original battlestar galactica
jim,you know its weird  its practically a shot for shot remake
andy,really dwight closes his eyes clutches the paper in his hands huh thats cool
jim,storys kinda bland  its about this guy named dumbledore calrissian who needs to return the ring back to mordor
andy,really  that doesnt sound right
michael,i just dont want my employees thinking that their jobs depend on performance  i mean what sort of place is that to call home  and meredith needs this job  this is her main source of money
holly,well thats very sweet but we have to follow the protocol  those are the rules
michael,ok new idea  we dont report it at all  we just punish her
holly,we punish her
michael,mmhmm tell her she cant have sex for six months
holly,i dont think we could enforce that
michael,i dont know  i saw this thing like a belt with a key
holly,a chastity belt
michael,no its more of a underwear garment that has little spikes like made of sometimes they are made of metal  you know what i am talking about  you unlock a little door that down where you where you put where you put the
jim,he has not stopped working for a second  at 1245 he sneezed while keeping his eyes open which i always thought was impossible  at 132 he peed and i know that because he did it in an open soda bottle under the desk while filling out expense reports  and on the flip side i have been so busy watching him that i havent even started work  its exhausting being this vigilant  ill probably have to go home early today
michael,i am just saying that i dont think that you understand what i am saying
holly,no you are saying that we should sweep it under the carpet accept the discount on supplies not fire meredith and pretend like the whole thing never happened
michael,yes
holly,what am i saying
michael,well bleh busted  i dont
holly,im saying that her behavior is unethical and a little icky and i dont think i want to work in an environment where that sort of conduct is tolerated
michael,well you have to tolerate a lot when you are part of a family
holly,its not a family  its a workplace
michael,i will be honest with you  that car ride did not go well and that was not my fault  the only reason i am standing out here right now is because i dont want to take the elevator with her  and i am holding on to her leftovers throws hollys leftovers in the trash
jim,dwight walks back to his desk 19 minutes and 48 seconds  what were we doing for 19 minutes and 48 seconds
dwight,none of your business
jim,so i guess i can assume that was personal
dwight,dwight stares at angela buttoning the top button of her blouse fine
jim,so maybe youre not completely ethical after all
dwight,yes maybe im not dwight grins and gives a sly look at the camera
holly,its been a little tense  people are suspicious of me  and my best friend in the office wont even talk to me turns out being the morality police does not make you popular  i should know because in middle school i was the hall monitor and the kids used to stuff egg salad in my locker  i was just hoping middle school was over
ryan,kendall from corporate hr is on line one and holly is on her way in too
michael,whats the only thing worse than one hr rep
ryan,two hr reps
michael,you get me
holly,can i sit
michael,i dont know  can you  kendall my main man
kendall,on speakerphone listen holly michael i just got the report that your branch submitted and theres a lot of stuff about a relationship meredith is having with
holly,yes that came out during the ethics seminar
michael,let the record show that it was during the immunity part of the seminar
kendall,well im not sure these circumstances warrant any action
holly,oh i think it is pretty clear that it was unethical
kendall,well from what i can gather it seems like a gray area  look to be honest the company is getting a discount at a tough time in our balance sheet and i dont know that the right thing to do for the company is to turn our noses up at that
holly,umm kendall i understand that the discount is good for the company but im just not happy about the way we are getting it
kendall,i thought it was clear with you holly  your task was to get signatures from the employees showing that they completed the training
